,Unnamed: 0,pclass,survived,gender,age,sibsp,parch,ticket,fare,embarked
920,920,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,12460,7.75,Q
921,921,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,323592,7.25,S
922,922,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,9234,7.75,Q
923,923,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,14312,7.75,Q
924,924,3,0,male,34.5,0,0,330911,7.83,Q
925,925,3,0,male,44.0,0,0,363592,8.05,S
926,926,3,1,male,<function mean at 0x0000018EA5CE2158>,0,0,368783,7.75,Q
927,927,3,0,male,<function mean at 0x0000018EA5CE2158>,1,0,2660,14.45,C
928,928,3,0,female,<function mean at 0x0000018EA5CE2158>,1,0,2660,14.45,C
929,929,3,0,male,<function mean at 0x0000018EA5CE2158>,1,0,367227,7.75,Q
930,930,3,0,male,<function mean at 0x0000018EA5CE2158>,1,0,367229,7.75,Q
931,931,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,36865,7.74,Q
932,932,3,0,female,22.0,2,0,315152,8.66,S
933,933,3,0,male,26.0,2,0,315151,8.66,S
934,934,3,1,female,4.0,0,2,315153,22.03,S
935,935,3,1,male,29.0,3,1,315153,22.03,S
936,936,3,1,female,26.0,1,1,315153,22.03,S
937,937,3,0,female,1.0,1,1,350405,12.18,S
938,938,3,0,male,18.0,1,1,350404,7.85,S
939,939,3,0,female,36.0,0,2,350405,12.18,S
940,940,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349253,7.9,C
941,941,3,1,male,25.0,0,0,2654,7.23,C
942,942,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,2624,7.23,C
943,943,3,0,female,37.0,0,0,4135,9.59,S
944,944,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349217,7.9,S
945,945,3,1,male,<function mean at 0x0000018EA5CE2158>,0,0,1601,56.5,S
946,946,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,1601,56.5,S
947,947,3,1,female,22.0,0,0,C 7077,7.25,S
948,948,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,7935,7.75,Q
949,949,3,1,male,26.0,0,0,1601,56.5,S
950,950,3,0,male,29.0,0,0,7545,9.48,S
951,951,3,0,male,29.0,0,0,347067,7.78,S
952,952,3,0,male,22.0,0,0,347065,7.78,S
953,953,3,1,male,22.0,0,0,2620,7.23,C
954,954,3,0,male,<function mean at 0x0000018EA5CE2158>,3,1,4133,25.47,S
955,955,3,0,female,<function mean at 0x0000018EA5CE2158>,3,1,4133,25.47,S
956,956,3,0,female,<function mean at 0x0000018EA5CE2158>,3,1,4133,25.47,S
957,957,3,0,female,<function mean at 0x0000018EA5CE2158>,3,1,4133,25.47,S
958,958,3,0,female,<function mean at 0x0000018EA5CE2158>,0,4,4133,25.47,S
959,959,3,0,male,32.0,0,0,STON/O 2. 3101292,7.93,S
960,960,3,0,male,34.5,0,0,2683,6.44,C
961,961,3,0,female,<function mean at 0x0000018EA5CE2158>,1,0,370371,15.5,Q
962,962,3,0,male,<function mean at 0x0000018EA5CE2158>,1,0,370371,15.5,Q
963,963,3,0,male,36.0,0,0,LINE,0.0,S
964,964,3,0,male,39.0,0,0,A/4 48871,24.15,S
965,965,3,0,male,24.0,0,0,345781,9.5,S
966,966,3,0,female,25.0,0,0,347071,7.78,S
967,967,3,0,female,45.0,0,0,347073,7.75,S
968,968,3,0,male,36.0,1,0,349910,15.55,S
969,969,3,0,female,30.0,1,0,349910,15.55,S
970,970,3,1,male,20.0,1,0,STON/O 2. 3101285,7.93,S
971,971,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,330971,7.88,Q
972,972,3,0,male,28.0,0,0,1601,56.5,S
973,973,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,S.O./P.P. 251,7.55,S
974,974,3,0,male,30.0,1,0,A/5. 3336,16.1,S
975,975,3,0,female,26.0,1,0,A/5. 3336,16.1,S
976,976,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,1222,7.88,S
977,977,3,0,male,20.5,0,0,A/5 21173,7.25,S
978,978,3,1,male,27.0,0,0,315098,8.66,S
979,979,3,0,male,51.0,0,0,347743,7.05,S
980,980,3,1,female,23.0,0,0,347469,7.85,S
981,981,3,1,male,32.0,0,0,350403,7.58,S
982,982,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349235,7.9,S
983,983,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,C.A. 42795,7.55,S
984,984,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,370370,7.75,Q
985,985,3,1,male,24.0,0,0,C 17369,7.14,S
986,986,3,0,male,22.0,0,0,STON/O 2. 3101275,7.13,S
987,987,3,0,female,<function mean at 0x0000018EA5CE2158>,0,0,330924,7.88,Q
988,988,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,AQ/4 3130,7.75,Q
989,989,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,A/S 2816,8.05,S
990,990,3,0,male,29.0,0,0,STON/O 2. 3101268,7.93,S
991,991,3,1,male,<function mean at 0x0000018EA5CE2158>,0,0,2677,7.23,C
992,992,3,0,female,30.5,0,0,364850,7.75,Q
993,993,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,36866,7.74,Q
994,994,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,2655,7.23,C
995,995,3,0,male,35.0,0,0,349213,7.9,C
996,996,3,0,male,33.0,0,0,349257,7.9,S
997,997,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,2649,7.23,C
998,998,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349255,7.9,C
999,999,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,383123,7.75,Q
1000,1000,3,1,male,<function mean at 0x0000018EA5CE2158>,0,0,367228,7.75,Q
1001,1001,3,1,female,<function mean at 0x0000018EA5CE2158>,2,0,367226,23.25,Q
1002,1002,3,1,female,<function mean at 0x0000018EA5CE2158>,2,0,367226,23.25,Q
1003,1003,3,1,male,<function mean at 0x0000018EA5CE2158>,2,0,367226,23.25,Q
1004,1004,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,330932,7.79,Q
1005,1005,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,36568,15.5,Q
1006,1006,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,330931,7.88,Q
1007,1007,3,1,female,15.0,0,0,330923,8.03,Q
1008,1008,3,0,female,35.0,0,0,9232,7.75,Q
1009,1009,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,370372,7.75,Q
1010,1010,3,0,male,24.0,1,0,376566,16.1,S
1011,1011,3,0,female,19.0,1,0,376566,16.1,S
1012,1012,3,0,female,<function mean at 0x0000018EA5CE2158>,0,0,370368,7.75,Q
1013,1013,3,0,female,<function mean at 0x0000018EA5CE2158>,0,0,SOTON/O.Q. 392087,8.05,S
1014,1014,3,0,female,<function mean at 0x0000018EA5CE2158>,0,0,343095,8.05,S
1015,1015,3,0,male,55.5,0,0,A.5. 11206,8.05,S
1016,1016,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,368703,7.75,Q
1017,1017,3,1,male,21.0,0,0,345501,7.78,S
1018,1018,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,359306,8.05,S
1019,1019,3,0,male,24.0,0,0,349233,7.9,S
1020,1020,3,0,male,21.0,0,0,349211,7.9,S
1021,1021,3,0,male,28.0,0,0,349207,7.9,S
1022,1022,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349221,7.9,S
1023,1023,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,330980,7.88,Q
1024,1024,3,0,male,25.0,0,0,348123,7.65,S
1025,1025,3,1,male,6.0,0,1,392096,12.48,S
1026,1026,3,1,female,27.0,0,1,392096,12.48,S
1027,1027,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,A4. 54510,8.05,S
1028,1028,3,1,female,<function mean at 0x0000018EA5CE2158>,1,0,371110,24.15,Q
1029,1029,3,0,male,<function mean at 0x0000018EA5CE2158>,1,0,371110,24.15,Q
1030,1030,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,330877,8.46,Q
1031,1031,3,0,male,34.0,0,0,364506,8.05,S
1032,1032,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,372622,7.75,Q
1033,1033,3,1,male,<function mean at 0x0000018EA5CE2158>,0,0,312991,7.78,S
1034,1034,3,1,male,<function mean at 0x0000018EA5CE2158>,1,1,2661,15.25,C
1035,1035,3,1,male,<function mean at 0x0000018EA5CE2158>,1,1,2661,15.25,C
1036,1036,3,1,female,<function mean at 0x0000018EA5CE2158>,0,2,2661,15.25,C
1037,1037,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,2626,7.23,C
1038,1038,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,374746,8.05,S
1039,1039,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,35852,7.73,Q
1040,1040,3,1,female,24.0,0,0,382653,7.75,Q
1041,1041,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,A./5. 3235,8.05,S
1042,1042,3,1,female,<function mean at 0x0000018EA5CE2158>,1,0,367230,15.5,Q
1043,1043,3,1,female,<function mean at 0x0000018EA5CE2158>,1,0,367230,15.5,Q
1044,1044,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,36568,15.5,Q
1045,1045,3,0,male,18.0,0,0,347078,7.75,S
1046,1046,3,0,male,22.0,0,0,349206,7.9,S
1047,1047,3,1,female,15.0,0,0,2667,7.23,C
1048,1048,3,1,female,1.0,0,2,2653,15.74,C
1049,1049,3,1,male,20.0,1,1,2653,15.74,C
1050,1050,3,1,female,19.0,1,1,2653,15.74,C
1051,1051,3,0,male,33.0,0,0,A./5. 3338,8.05,S
1052,1052,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349218,7.9,S
1053,1053,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,2652,7.23,C
1054,1054,3,0,female,<function mean at 0x0000018EA5CE2158>,0,0,365237,7.75,Q
1055,1055,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349234,7.9,S
1056,1056,3,1,male,12.0,1,0,2651,11.24,C
1057,1057,3,1,female,14.0,1,0,2651,11.24,C
1058,1058,3,0,female,29.0,0,0,3101297,7.93,S
1059,1059,3,0,male,28.0,0,0,363611,8.05,S
1060,1060,3,1,female,18.0,0,0,347066,7.78,S
1061,1061,3,1,female,26.0,0,0,347470,7.85,S
1062,1062,3,0,male,21.0,0,0,350410,7.85,S
1063,1063,3,0,male,41.0,0,0,SOTON/O2 3101272,7.13,S
1064,1064,3,1,male,39.0,0,0,STON/O 2. 3101289,7.93,S
1065,1065,3,0,male,21.0,0,0,A/4. 39886,7.8,S
1066,1066,3,0,male,28.5,0,0,2697,7.23,C
1067,1067,3,1,female,22.0,0,0,347081,7.75,S
1068,1068,3,0,male,61.0,0,0,345364,6.24,S
1069,1069,3,0,male,<function mean at 0x0000018EA5CE2158>,1,0,370365,15.5,Q
1070,1070,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,330979,7.83,Q
1071,1071,3,1,female,<function mean at 0x0000018EA5CE2158>,1,0,370365,15.5,Q
1072,1072,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,334912,7.73,Q
1073,1073,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,371060,7.75,Q
1074,1074,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,366713,7.75,Q
1075,1075,3,0,male,23.0,0,0,7267,9.23,S
1076,1076,3,0,female,<function mean at 0x0000018EA5CE2158>,0,0,364856,7.75,Q
1077,1077,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,14311,7.75,Q
1078,1078,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,330959,7.88,Q
1079,1079,3,1,female,22.0,0,0,347085,7.78,S
1080,1080,3,1,male,<function mean at 0x0000018EA5CE2158>,0,0,368402,7.75,Q
1081,1081,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,330919,7.83,Q
1082,1082,3,1,male,9.0,0,1,C 17368,3.17,S
1083,1083,3,0,male,28.0,0,0,C 4001,22.53,S
1084,1084,3,0,male,42.0,0,1,4579,8.4,S
1085,1085,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,Fa 265302,7.31,S
1086,1086,3,0,female,31.0,0,0,350407,7.85,S
1087,1087,3,0,male,28.0,0,0,347464,7.85,S
1088,1088,3,1,male,32.0,0,0,347079,7.78,S
1089,1089,3,0,male,20.0,0,0,6563,9.23,S
1090,1090,3,0,female,23.0,0,0,315085,8.66,S
1091,1091,3,0,female,20.0,0,0,315096,8.66,S
1092,1092,3,0,male,20.0,0,0,315094,8.66,S
1093,1093,3,0,male,16.0,0,0,7534,9.22,S
1094,1094,3,1,female,31.0,0,0,349244,8.68,S
1095,1095,3,0,female,<function mean at 0x0000018EA5CE2158>,0,0,330909,7.63,Q
1096,1096,3,0,male,2.0,3,1,349909,21.08,S
1097,1097,3,0,male,6.0,3,1,349909,21.08,S
1098,1098,3,0,female,3.0,3,1,349909,21.08,S
1099,1099,3,0,female,8.0,3,1,349909,21.08,S
1100,1100,3,0,female,29.0,0,4,349909,21.08,S
1101,1101,3,0,male,1.0,4,1,3101295,39.69,S
1102,1102,3,0,male,7.0,4,1,3101295,39.69,S
1103,1103,3,0,male,2.0,4,1,3101295,39.69,S
1104,1104,3,0,male,16.0,4,1,3101295,39.69,S
1105,1105,3,0,male,14.0,4,1,3101295,39.69,S
1106,1106,3,0,female,41.0,0,5,3101295,39.69,S
1107,1107,3,0,male,21.0,0,0,315097,8.66,S
1108,1108,3,0,male,19.0,0,0,358585,14.5,S
1109,1109,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,3411,8.71,C
1110,1110,3,0,male,32.0,0,0,349242,7.9,S
1111,1111,3,0,male,0.75,1,1,SOTON/O.Q. 3101315,13.78,S
1112,1112,3,0,female,3.0,1,1,SOTON/O.Q. 3101315,13.78,S
1113,1113,3,0,female,26.0,0,2,SOTON/O.Q. 3101315,13.78,S
1114,1114,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,343271,7.0,S
1115,1115,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,345498,7.78,S
1116,1116,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,A/5 2817,8.05,S
1117,1117,3,0,male,21.0,0,0,STON/O 2. 3101294,7.93,S
1118,1118,3,0,male,25.0,0,0,STON/O 2. 3101291,7.93,S
1119,1119,3,0,male,22.0,0,0,A/5 21174,7.25,S
1120,1120,3,1,male,25.0,1,0,347083,7.78,S
1121,1121,3,1,male,<function mean at 0x0000018EA5CE2158>,1,1,2668,22.36,C
1122,1122,3,1,female,<function mean at 0x0000018EA5CE2158>,1,1,2668,22.36,C
1123,1123,3,1,female,<function mean at 0x0000018EA5CE2158>,0,2,2668,22.36,C
1124,1124,3,0,female,<function mean at 0x0000018EA5CE2158>,0,0,330935,8.14,Q
1125,1125,3,0,male,24.0,0,0,342441,8.05,S
1126,1126,3,0,female,28.0,0,0,349245,7.9,S
1127,1127,3,0,male,19.0,0,0,349212,7.9,S
1128,1128,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349215,7.9,S
1129,1129,3,0,male,25.0,1,0,347076,7.78,S
1130,1130,3,0,female,18.0,0,0,347087,7.78,S
1131,1131,3,1,male,32.0,0,0,SOTON/O.Q. 392078,8.05,S
1132,1132,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349227,7.9,S
1133,1133,3,0,male,17.0,0,0,315095,8.66,S
1134,1134,3,0,male,24.0,0,0,315092,8.66,S
1135,1135,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349223,7.9,S
1136,1136,3,0,female,<function mean at 0x0000018EA5CE2158>,0,0,65305,8.11,S
1137,1137,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,2629,7.23,C
1138,1138,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,362316,7.25,S
1139,1139,3,0,male,38.0,0,0,349249,7.9,S
1140,1140,3,0,male,21.0,0,0,342684,8.05,S
1141,1141,3,0,male,10.0,4,1,382652,29.13,Q
1142,1142,3,0,male,4.0,4,1,382652,29.13,Q
1143,1143,3,0,male,7.0,4,1,382652,29.13,Q
1144,1144,3,0,male,2.0,4,1,382652,29.13,Q
1145,1145,3,0,male,8.0,4,1,382652,29.13,Q
1146,1146,3,0,female,39.0,0,5,382652,29.13,Q
1147,1147,3,0,female,22.0,0,0,3101295,39.69,S
1148,1148,3,0,male,35.0,0,0,STON/O 2. 3101273,7.13,S
1149,1149,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,334915,7.72,Q
1150,1150,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,364498,14.5,S
1151,1151,3,0,female,<function mean at 0x0000018EA5CE2158>,0,0,364498,14.5,S
1152,1152,3,0,male,50.0,1,0,A/5. 3337,14.5,S
1153,1153,3,0,female,47.0,1,0,A/5. 3337,14.5,S
1154,1154,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,S.C./A.4. 23567,8.05,S
1155,1155,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,312993,7.78,S
1156,1156,3,0,female,2.0,1,1,370129,20.21,S
1157,1157,3,0,male,18.0,1,1,370129,20.21,S
1158,1158,3,0,female,41.0,0,2,370129,20.21,S
1159,1159,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,342712,8.05,S
1160,1160,3,0,male,50.0,0,0,A/5 3594,8.05,S
1161,1161,3,0,male,16.0,0,0,A/4. 20589,8.05,S
1162,1162,3,1,male,<function mean at 0x0000018EA5CE2158>,0,0,383162,7.75,Q
1163,1163,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,371110,24.15,Q
1164,1164,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,2671,7.23,C
1165,1165,3,0,male,25.0,0,0,2672,7.23,C
1166,1166,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,2676,7.23,C
1167,1167,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,367655,7.73,Q
1168,1168,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,LP 1588,7.58,S
1169,1169,3,0,male,38.5,0,0,SOTON/O.Q. 3101262,7.25,S
1170,1170,3,0,male,<function mean at 0x0000018EA5CE2158>,8,2,CA. 2343,69.55,S
1171,1171,3,0,male,14.5,8,2,CA. 2343,69.55,S
1172,1172,3,0,female,<function mean at 0x0000018EA5CE2158>,8,2,CA. 2343,69.55,S
1173,1173,3,0,female,<function mean at 0x0000018EA5CE2158>,8,2,CA. 2343,69.55,S
1174,1174,3,0,female,<function mean at 0x0000018EA5CE2158>,8,2,CA. 2343,69.55,S
1175,1175,3,0,female,<function mean at 0x0000018EA5CE2158>,8,2,CA. 2343,69.55,S
1176,1176,3,0,male,<function mean at 0x0000018EA5CE2158>,8,2,CA. 2343,69.55,S
1177,1177,3,0,male,<function mean at 0x0000018EA5CE2158>,8,2,CA. 2343,69.55,S
1178,1178,3,0,male,<function mean at 0x0000018EA5CE2158>,8,2,CA. 2343,69.55,S
1179,1179,3,0,male,<function mean at 0x0000018EA5CE2158>,1,9,CA. 2343,69.55,S
1180,1180,3,0,female,<function mean at 0x0000018EA5CE2158>,1,9,CA. 2343,69.55,S
1181,1181,3,0,male,24.0,0,0,7266,9.33,S
1182,1182,3,1,female,21.0,0,0,343120,7.65,S
1183,1183,3,0,male,39.0,0,0,3101296,7.93,S
1184,1184,3,0,male,<function mean at 0x0000018EA5CE2158>,2,0,2662,21.68,C
1185,1185,3,0,male,<function mean at 0x0000018EA5CE2158>,2,0,2662,21.68,C
1186,1186,3,0,male,<function mean at 0x0000018EA5CE2158>,2,0,2662,21.68,C
1187,1187,3,1,female,1.0,1,1,PP 9549,16.7,S
1188,1188,3,1,female,24.0,0,2,PP 9549,16.7,S
1189,1189,3,1,female,4.0,1,1,PP 9549,16.7,S
1190,1190,3,1,male,25.0,0,0,345768,9.5,S
1191,1191,3,0,male,20.0,0,0,A/5. 2151,8.05,S
1192,1192,3,0,male,24.5,0,0,342826,8.05,S
1193,1193,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,36209,7.73,Q
1194,1194,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349222,7.9,S
1195,1195,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,370374,7.75,Q
1196,1196,3,1,male,29.0,0,0,345779,9.5,S
1197,1197,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,C.A. 6212,15.1,S
1198,1198,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,330968,7.78,Q
1199,1199,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,374910,8.05,S
1200,1200,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,SOTON/OQ 392082,8.05,S
1201,1201,3,0,male,22.0,0,0,2669,7.23,C
1202,1202,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,392092,8.05,S
1203,1203,3,0,male,40.0,0,0,349251,7.9,S
1204,1204,3,0,male,21.0,0,0,STON/O 2. 3101280,7.93,S
1205,1205,3,1,female,18.0,0,0,3101265,7.5,S
1206,1206,3,0,male,4.0,3,2,347088,27.9,S
1207,1207,3,0,male,10.0,3,2,347088,27.9,S
1208,1208,3,0,female,9.0,3,2,347088,27.9,S
1209,1209,3,0,female,2.0,3,2,347088,27.9,S
1210,1210,3,0,male,40.0,1,4,347088,27.9,S
1211,1211,3,0,female,45.0,1,4,347088,27.9,S
1212,1212,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349214,7.9,S
1213,1213,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,SOTON/OQ 392086,8.05,S
1214,1214,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,315037,8.66,S
1215,1215,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,384461,7.75,Q
1216,1216,3,1,female,<function mean at 0x0000018EA5CE2158>,0,0,335432,7.73,Q
1217,1217,3,0,male,19.0,0,0,348124,7.65,S
1218,1218,3,0,male,30.0,0,0,A.5. 18509,8.05,S
1219,1219,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,A.5. 3236,8.05,S
1220,1220,3,0,male,32.0,0,0,STON/OQ. 369943,8.05,S
1221,1221,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349208,7.9,S
1222,1222,3,0,male,33.0,0,0,349239,8.66,C
1223,1223,3,1,female,23.0,0,0,CA. 2314,7.55,S
1224,1224,3,0,male,21.0,0,0,A/4 45380,8.05,S
1225,1225,3,0,male,60.5,0,0,3701,<function mean at 0x0000018EA5CE2158>,S
1226,1226,3,0,male,19.0,0,0,349205,7.9,S
1227,1227,3,0,female,22.0,0,0,7553,9.84,S
1228,1228,3,1,male,31.0,0,0,STON/O 2. 3101288,7.93,S
1229,1229,3,0,male,27.0,0,0,315083,8.66,S
1230,1230,3,0,female,2.0,0,1,347054,10.46,S
1231,1231,3,0,female,29.0,1,1,347054,10.46,S
1232,1232,3,1,male,16.0,0,0,SOTON/OQ 392089,8.05,S
1233,1233,3,1,male,44.0,0,0,STON/O 2. 3101269,7.93,S
1234,1234,3,0,male,25.0,0,0,SOTON/OQ 392076,7.05,S
1235,1235,3,0,male,74.0,0,0,347060,7.78,S
1236,1236,3,1,male,14.0,0,0,7538,9.23,S
1237,1237,3,0,male,24.0,0,0,350035,7.8,S
1238,1238,3,1,male,25.0,0,0,350033,7.8,S
1239,1239,3,0,male,34.0,0,0,363294,8.05,S
1240,1240,3,1,male,0.4167,0,1,2625,8.52,C
1241,1241,3,0,male,<function mean at 0x0000018EA5CE2158>,1,0,2621,6.44,C
1242,1242,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,2681,6.44,C
1243,1243,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,2684,7.23,C
1244,1244,3,1,female,16.0,1,1,2625,8.52,C
1245,1245,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,32302,8.05,S
1246,1246,3,0,male,<function mean at 0x0000018EA5CE2158>,1,0,376564,16.1,S
1247,1247,3,1,female,<function mean at 0x0000018EA5CE2158>,1,0,376564,16.1,S
1248,1248,3,0,male,32.0,0,0,STON/O 2. 3101293,7.93,S
1249,1249,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,383121,7.75,Q
1250,1250,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,349216,7.9,S
1251,1251,3,0,male,30.5,0,0,364499,8.05,S
1252,1252,3,0,male,44.0,0,0,364511,8.05,S
1253,1253,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,2673,7.23,C
1254,1254,3,1,male,25.0,0,0,LINE,0.0,S
1255,1255,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,2641,7.23,C
1256,1256,3,1,male,7.0,1,1,2650,15.25,C
1257,1257,3,1,female,9.0,1,1,2650,15.25,C
1258,1258,3,1,female,29.0,0,2,2650,15.25,C
1259,1259,3,0,male,36.0,0,0,349247,7.9,S
1260,1260,3,1,female,18.0,0,0,4138,9.84,S
1261,1261,3,1,female,63.0,0,0,4134,9.59,S
1262,1262,3,0,male,<function mean at 0x0000018EA5CE2158>,1,1,A/5. 851,14.5,S
1263,1263,3,0,male,11.5,1,1,A/5. 851,14.5,S
1264,1264,3,0,male,40.5,0,2,A/5. 851,14.5,S
1265,1265,3,0,female,10.0,0,2,345773,24.15,S
1266,1266,3,0,male,36.0,1,1,345773,24.15,S
1267,1267,3,0,female,30.0,1,1,345773,24.15,S
1268,1268,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,345777,9.5,S
1269,1269,3,0,male,33.0,0,0,345780,9.5,S
1270,1270,3,0,male,28.0,0,0,345770,9.5,S
1271,1271,3,0,male,28.0,0,0,345783,9.5,S
1272,1272,3,0,male,47.0,0,0,345765,9.0,S
1273,1273,3,0,female,18.0,2,0,345764,18.0,S
1274,1274,3,0,male,31.0,3,0,345763,18.0,S
1275,1275,3,0,male,16.0,2,0,345764,18.0,S
1276,1276,3,0,female,31.0,1,0,345763,18.0,S
1277,1277,3,1,male,22.0,0,0,2658,7.23,C
1278,1278,3,0,male,20.0,0,0,350416,7.85,S
1279,1279,3,0,female,14.0,0,0,350406,7.85,S
1280,1280,3,0,male,22.0,0,0,349252,7.9,S
1281,1281,3,0,male,22.0,0,0,345767,9.0,S
1282,1282,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,359309,8.05,S
1283,1283,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,C.A. 49867,7.55,S
1284,1284,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,SOTON/OQ 3101316,8.05,S
1285,1285,3,0,male,32.5,0,0,345775,9.5,S
1286,1286,3,1,female,38.0,0,0,2688,7.23,C
1287,1287,3,0,male,51.0,0,0,347064,7.75,S
1288,1288,3,0,male,18.0,1,0,3101267,6.5,S
1289,1289,3,0,male,21.0,1,0,3101266,6.5,S
1290,1290,3,1,female,47.0,1,0,363272,7.0,S
1291,1291,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,3410,8.71,S
1292,1292,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,S.O./P.P. 751,7.55,S
1293,1293,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,A/5 2466,8.05,S
1294,1294,3,0,male,28.5,0,0,54636,16.1,S
1295,1295,3,0,male,21.0,0,0,SOTON/OQ 3101317,7.25,S
1296,1296,3,0,male,27.0,0,0,315154,8.66,S
1297,1297,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,A/4. 34244,7.25,S
1298,1298,3,0,male,36.0,0,0,345771,9.5,S
